record_id,project_id,source_project,tier,tier_label,tier1_hit_count,tier1_rule_combo,tier1_triggered,soft_triggered,all_rules_triggered,total_rules_fired,giftcard_decision,classification,sub_classification
1259,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1260,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1264,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1266,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R4, R6","R1, R2, R3, R4, R6",5,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1268,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R6","R2, R3, R6",3,manual_review,Needs Review,Needs Review — Single Hard Flag
1269,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R4, R6","R1, R2, R3, R4, R6",5,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1270,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R4, R6","R3, R4, R6",3,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1271,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1273,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R6","R2, R3, R6",3,manual_review,Needs Review,Needs Review — Single Hard Flag
1274,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1275,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R6","R2, R3, R6",3,manual_review,Needs Review,Needs Review — Single Hard Flag
1276,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1277,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1278,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1279,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R4, R6","R2, R3, R4, R6",4,manual_review,Needs Review,Needs Review — Single Hard Flag
1280,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R6","R2, R3, R6",3,manual_review,Needs Review,Needs Review — Single Hard Flag
1281,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1282,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R6","R2, R3, R6",3,manual_review,Needs Review,Needs Review — Single Hard Flag
1283,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1284,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1285,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R4, R6","R3, R4, R6",3,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1287,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R4, R6","R1, R2, R3, R4, R6",5,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1288,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R4, R6","R1, R2, R3, R4, R6",5,manual_review,Needs Review,Needs Review — Multiple Hard Flags
129,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1293,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1295,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R4, R6","R1, R2, R3, R4, R6",5,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1297,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1299,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
130,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R4, R6","R3, R4, R6",3,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1300,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R6","R2, R3, R6",3,manual_review,Needs Review,Needs Review — Single Hard Flag
1301,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6, R7","R1, R2, R3, R6, R7",5,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1302,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R4, R6","R1, R2, R3, R4, R6",5,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1303,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R4, R6","R2, R3, R4, R6",4,manual_review,Needs Review,Needs Review — Single Hard Flag
1304,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R6","R2, R3, R6",3,manual_review,Needs Review,Needs Review — Single Hard Flag
1306,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
131,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1310,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R4, R6","R3, R4, R6",3,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1311,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1314,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R6","R2, R3, R6",3,manual_review,Needs Review,Needs Review — Single Hard Flag
1315,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1316,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1319,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R4, R6","R1, R2, R3, R4, R6",5,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1320,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R6","R2, R3, R6",3,manual_review,Needs Review,Needs Review — Single Hard Flag
1321,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1322,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1323,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R6","R2, R3, R6",3,manual_review,Needs Review,Needs Review — Single Hard Flag
1325,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1326,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R4, R6","R3, R4, R6",3,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1327,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1328,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
133,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1330,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R4, R6, R7","R1, R2, R3, R4, R6, R7",6,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1332,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R4, R6, R7","R1, R2, R3, R4, R6, R7",6,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1336,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1338,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1340,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1341,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1342,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1343,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R4, R6","R3, R4, R6",3,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1344,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1345,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1346,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R4, R6","R3, R4, R6",3,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1347,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1348,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
135,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R4, R6","R1, R2, R3, R4, R6",5,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1351,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R4, R6","R1, R2, R3, R4, R6",5,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1352,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R4, R6","R3, R4, R6",3,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1354,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1355,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1356,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1357,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1358,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1360,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R6","R2, R3, R6",3,manual_review,Needs Review,Needs Review — Single Hard Flag
1362,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1363,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1364,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1365,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1366,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R4, R6","R3, R4, R6",3,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1368,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1369,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
137,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1371,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1372,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1374,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R4, R6","R3, R4, R6",3,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1375,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1376,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1378,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R4, R6","R1, R2, R3, R4, R6",5,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1379,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
138,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1381,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1383,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1384,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R6","R2, R3, R6",3,manual_review,Needs Review,Needs Review — Single Hard Flag
1385,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1386,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1387,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1388,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R4, R6","R1, R2, R3, R4, R6",5,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1390,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1393,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1395,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1396,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1397,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R4, R6","R1, R2, R3, R4, R6",5,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1398,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1403,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1404,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R4, R6","R2, R3, R4, R6",4,manual_review,Needs Review,Needs Review — Single Hard Flag
1405,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1406,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R6","R2, R3, R6",3,manual_review,Needs Review,Needs Review — Single Hard Flag
1407,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1408,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R4, R6","R1, R2, R3, R4, R6",5,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1409,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
141,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R4, R6","R1, R2, R3, R4, R6",5,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1410,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1412,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R4, R6","R3, R4, R6",3,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1414,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1415,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1419,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R4, R6","R1, R2, R3, R4, R6",5,manual_review,Needs Review,Needs Review — Multiple Hard Flags
142,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1420,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R4, R6","R3, R4, R6",3,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1422,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R4, R6","R3, R4, R6",3,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1424,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R4, R6","R2, R3, R4, R6",4,manual_review,Needs Review,Needs Review — Single Hard Flag
1425,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1426,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1429,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1430,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R6","R2, R3, R6",3,manual_review,Needs Review,Needs Review — Single Hard Flag
1431,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1432,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1433,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R4, R6","R3, R4, R6",3,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1434,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R4, R6","R3, R4, R6",3,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1435,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R6","R2, R3, R6",3,manual_review,Needs Review,Needs Review — Single Hard Flag
1436,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R6","R2, R3, R6",3,manual_review,Needs Review,Needs Review — Single Hard Flag
1437,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1438,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
144,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R4, R6","R1, R2, R3, R4, R6",5,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1440,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R4, R6","R1, R2, R3, R4, R6",5,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1441,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1444,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1445,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1446,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1449,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R4, R6","R1, R2, R3, R4, R6",5,manual_review,Needs Review,Needs Review — Multiple Hard Flags
145,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1450,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1453,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1454,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1455,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1456,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1457,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1459,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1461,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1462,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1463,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1464,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1465,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1466,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1467,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1469,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
147,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R4, R6","R1, R2, R3, R4, R6",5,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1470,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1477,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1478,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R4, R6","R1, R2, R3, R4, R6",5,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1483,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R6","R2, R3, R6",3,manual_review,Needs Review,Needs Review — Single Hard Flag
1484,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R6","R2, R3, R6",3,manual_review,Needs Review,Needs Review — Single Hard Flag
1485,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R4, R6","R3, R4, R6",3,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1486,4581,dirty_4581,2,High suspicion,0,none,none,"R4, R6","R4, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1487,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R6","R2, R3, R6",3,manual_review,Needs Review,Needs Review — Single Hard Flag
149,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1490,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R6","R2, R3, R6",3,manual_review,Needs Review,Needs Review — Single Hard Flag
1492,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1495,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R4, R6","R3, R4, R6",3,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1496,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1497,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R4, R6","R1, R2, R3, R4, R6",5,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1498,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1499,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R6","R1, R2, R3, R6",4,manual_review,Needs Review,Needs Review — Multiple Hard Flags
150,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R4, R6","R2, R3, R4, R6",4,manual_review,Needs Review,Needs Review — Single Hard Flag
1500,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1501,4581,dirty_4581,1,Confirmed invalid,2,R1+R2,"R1, R2","R3, R4, R6","R1, R2, R3, R4, R6",5,manual_review,Needs Review,Needs Review — Multiple Hard Flags
1504,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
1505,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R6","R2, R3, R6",3,manual_review,Needs Review,Needs Review — Single Hard Flag
1508,4581,dirty_4581,1,Confirmed invalid,1,R2,R2,"R3, R4, R6","R2, R3, R4, R6",4,manual_review,Needs Review,Needs Review — Single Hard Flag
1509,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
151,4581,dirty_4581,2,High suspicion,0,none,none,"R3, R6","R3, R6",2,manual_review,Needs Review,Needs Review — Multiple Soft Flags
